eISBN,CatalogID,Title,Author,Qty Sold,SRP per Unit,SRP Total,AmountOwed
,7342,The Atlas Mountains Morocco,Global Television,1,22.43,22.43,11.215
,4877,The Best of Austria,RDA Productions Inc,2,37.5,75,37.5
,4874,The Best of Favourite Places,RDA Productions Inc,2,37.5,75,37.5
,4873,The Best of France,RDA Productions Inc,2,37.5,75,37.5
,4876,The Best of Portugal,RDA Productions Inc,2,37.5,75,37.5
,4875,The Best of Quebec,RDA Productions Inc,1,37.5,37.5,18.75
,4878,The Best of Sun Destinations,RDA Productions Inc,2,37.5,75,37.5
,7170,The Canadian,Global Television,4,29.99,119.96,59.98
,8056,The Canadian Rockies,John Prawdzik Productions,3,44.93,134.79,67.395
,7234,The Caribbean,Global Television,3,29.99,89.97,44.985
,7205,The Castles of the Umayyad Desert,Global Television,1,29.99,29.99,14.995
,7933,"The Caves, Caverns and Wreck of Cozumel",GRK Productions,1,29.93,29.93,14.965
,6547,The Chianti,Fifty Rubies Productions,1,22.43,22.43,11.215
,6548,The Chianti and Central Tuscany,Fifty Rubies Productions,1,22.43,22.43,11.215
,7195,The Dingle Peninsula,Global Television,1,29.99,29.99,14.995
,7534,The East of USA and Canada,ABCD Video,7,29.93,209.51,104.755
,7942,"The Famous Kelp Forest and Giant Sea Bass La Jolla, San Diego, CA",GRK Productions,2,29.93,59.86,29.93
,6757,The Forum of Rome,Global Television,2,22.43,44.86,22.43
,6627,The Great Canadian Train Ride,International Travel Films,3,29.93,89.79,44.895
,6523,The Great Gardens of England,The Larkspur Company,2,29.93,59.86,29.93
,6784,The Great Pyramid Gizeh Cheops Pyramid Egypt,Global Television,2,22.43,44.86,22.43
,7030,The Gulf of California Mexico,Global Television,3,29.99,89.97,44.985
,6538,The Key West DVD,DiscOdyssey,2,29.93,59.86,29.93
,7178,The Ocean Halifax,Global Television,4,29.99,119.96,59.98
,7637,The Other Side of Mexico,Worldwide Travel Films,1,37.43,37.43,18.715
,5741,The River Murray,Panorama Australia,1,29.93,29.93,14.965
,8058,The Rockies to Victoria,John Prawdzik Productions,1,44.93,44.93,22.465
,7196,The Royal River Cruise,Global Television,1,29.99,29.99,14.995
,7809,The Samurai,Flying Monk Films,1,37.43,37.43,18.715
,7537,The West of the USA,ABCD Video,1,29.93,29.93,14.965
,6764,"Tian Tan Temple of Heaven Peking, China",Global Television,2,22.43,44.86,22.43
,6452,Tokyo,David Mitchell,1,22.49,22.49,11.245
,7000,Toronto Canada,Global Television,6,29.99,179.94,89.97
,7217,Toscana,Global Television,1,29.99,29.99,14.995
,7472,Tour Deiffel,Global Television,2,14.99,29.98,14.99
,6887,"Tower of London & Tower Bridge London, England",Global Television,2,22.43,44.86,22.43
,7027,Town of Québec Canada,Global Television,6,29.99,179.94,89.97
,6670,Transcaucasus,GlobeScope Expeditions,1,37.43,37.43,18.715
,5656,Travel with Kids Caribbean,Equator Creative Media,2,22.43,44.86,22.43
,5949,Travel with Kids Hawaii the Island of Oahu,Equator Creative Media,2,22.43,44.86,22.43
,5948,Travel with Kids Hawaii the Islands of Maui & Molokai,Equator Creative Media,1,22.43,22.43,11.215
,6721,Trinidad,Global Television,2,22.43,44.86,22.43
,7031,Trinidad,Global Television,3,29.99,89.97,44.985
,7127,Tsitsikamma South Africa,Global Television,1,29.99,29.99,14.995
,7032,Tunis Tunisia,Global Television,3,29.99,89.97,44.985
,7220,Tunisia,Global Television,1,29.99,29.99,14.995
,7014,Tunisian Oasis Tunisia,Global Television,2,29.99,59.98,29.99
,6429,Turkey,David Mitchell,1,22.49,22.49,11.245
,6982,Tuscany Italy,Global Television,3,29.99,89.97,44.985
,7252,Tyrol,Global Television,1,29.99,29.99,14.995
,7059,Tyrol Austria,Global Television,3,29.99,89.97,44.985
,5955,UFOs,Sam Donisi,1,29.93,29.93,14.965
,5665,Undiscovered Wales,Frank M. Klicar Video Productions,1,29.93,29.93,14.965
,7057,United Arab Emirates,Global Television,3,29.99,89.97,44.985
,7251,United Arab Emirates,Global Television,1,29.99,29.99,14.995
,7274,USA,Global Television,2,29.99,59.98,29.99
,7267,Utah USA,Global Television,1,29.99,29.99,14.995
,7095,Valletta Malta,Global Television,3,29.99,89.97,44.985
,7147,Valley of Fire California,Global Television,1,29.99,29.99,14.995
,8059,Vancouver,John Prawdzik Productions,3,29.93,89.79,44.895
,7052,Vancouver Canada,Global Television,6,29.99,179.94,89.97
,6668,Venezuela,GlobeScope Expeditions,1,29.93,29.93,14.965
,6989,Venice Italy,Global Television,3,29.99,89.97,44.985
,7460,"Versailles Paris, France",Global Television,1,29.99,29.99,14.995
,8062,Victoria & Vancouver Island,John Prawdzik Productions,3,29.93,89.79,44.895
,5797,Victoria Australia's Garden State,Panorama Australia,1,29.93,29.93,14.965
,7399,Victoria Falls Zimbabwe,Global Television,1,22.43,22.43,11.215
,7961,Vienna (Wien),VOLWOCOM,1,37.43,37.43,18.715
,6747,Vienna Austria,Global Television,2,22.43,44.86,22.43
,6985,Vienna Austria,Global Television,3,29.99,89.97,44.985
,7110,Vientiane Laos,Global Television,3,29.99,89.97,44.985
,7244,Viet Nam,Global Television,1,29.99,29.99,14.995
,6838,"Vieux Quebec, Canada",Global Television,2,14.95,29.9,14.95
,7466,Voyager of the Seas,Global Television,1,14.99,14.99,7.495
,6897,Wachau Austria,Global Television,2,22.43,44.86,22.43
,7096,Wachau Austria,Global Television,3,29.99,89.97,44.985
,7402,Wadi Rum Jordan,Global Television,1,22.43,22.43,11.215
,7357,Waimea Canyon Hawai’i,Global Television,1,22.43,22.43,11.215
,6462,Washington D.C.,The Nightingale Company,3,29.99,89.97,44.985
,6896,"Wat Pho Wat Phra Chetuphon the Temple of the Reclinning Buddha Bangkok, Thailand",Global Television,2,22.43,44.86,22.43
,4149,Western Canada Far & Wild,Wilson & Wilkins Productions,3,29.93,89.79,44.895
,6430,"Western Canada, Part 1",David Mitchell,4,22.49,89.96,44.98
,6431,"Western Canada, Part 2",David Mitchell,4,22.49,89.96,44.98
,7484,Wild West Rodeo,Global Television,1,29.99,29.99,14.995
,5782,Wildflowers,Panorama Australia,1,29.93,29.93,14.965
,6537,Wisconsin Dell,USA Travel DVD,2,22.43,44.86,22.43
,7273,Wyoming - South Dakota USA,Global Television,1,29.99,29.99,14.995
,7082,Yangon Myanmar,Global Television,3,29.99,89.97,44.985
,6334,Yellowstone National Park,"Adventure Crew, Inc.",4,25.49,101.96,50.98
,7140,Yellowstone National Park Wyoming,Global Television,3,29.99,89.97,44.985
,6845,"Yihe Yuan Summer Palace Peking, China",Global Television,2,22.43,44.86,22.43
,7343,"Yosemite Park, U.S.A.",Global Television,2,22.42,44.84,22.42
,7621,Your Guide Around NYC,Storeyline Productions,2,22.49,44.98,22.49
,6424,Yucatan,David Mitchell,1,22.49,22.49,11.245
,7051,Yucatán Mexico,Global Television,3,29.99,89.97,44.985
,7036,Yunnan China,Global Television,3,29.99,89.97,44.985
,7372,Yunnan Shilin China,Global Television,1,22.43,22.43,11.215
,7112,Zanzibar Island Tanzania,Global Television,3,29.99,89.97,44.985
,7364,Zion U.S.A.,Global Television,2,22.43,44.86,22.43
