Date,Title ID,Title Name,Qty Bought,Discount Code,Channel,Royalty
11/13/2008,236960,Super Chief Speed-Style-Service,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/13/2008,236405,Daylight The Most Beautiful Train In The World,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/13/2008,236991,The Galapagos,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/13/2008,236300,7 Days  PERU,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/13/2008,221228,Flying Scotsman Running The Legend,1,N/A,Amazon US Retail,$5.94,Sold through Amazon.com
11/14/2008,236966,Terra Mystica  Angkor,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/14/2008,236293,7 Days  MOROCCO,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/14/2008,236292,7 Days  MEXICO,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/14/2008,236943,On Tour...  THE CANADIAN Toronto To Vancouver Railriding The Rockies !,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/14/2008,221304,Montreal,1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/14/2008,221358,The Great Gardens of England,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/14/2008,236471,Gardens of the World  THE NATIONAL BOTANICAL GARDEN OF BRUSSELS,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/14/2008,236471,Gardens of the World  THE NATIONAL BOTANICAL GARDEN OF BRUSSELS,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/14/2008,236560,Global Treasures  Hadrian's Wall England,1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/14/2008,236358,"Cosmos Global Documentaries  EAST AFRICA Kenya, Tanzania",1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/14/2008,221194,Exploring Horizons An Adventure of a Different Nature - Newfoundland Canada,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/14/2008,236592,Global Treasures  KUNGLIGA SLOTTET Swedish Royal Palace Sweden,1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/14/2008,236816,Nature Parks  YELLOWSTONE NATIONAL PARK Wyoming,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/14/2008,236813,Nature Parks  THE DANUBE DELTA Romania,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/14/2008,221184,English Cottage and Country Gardens,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/14/2008,221174,A Doug Jones Travelog The Great Alaska Cruise,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/14/2008,237004,Undiscovered Wales,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/14/2008,236931,On Tour...  NILE CRUISE Rendezvous With The Pharaohs,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/15/2008,236952,Rails Across Russia St. Petersburg to the Pacific,1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/15/2008,236760,Modern Times Wonders  STATUE OF LIBERTY New York,1,N/A,Amazon US Retail,$3.49,Sold through Amazon.com
11/15/2008,236322,A Slice Of Sicily,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/15/2008,236300,7 Days  PERU,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/15/2008,221358,The Great Gardens of England,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/15/2008,221184,English Cottage and Country Gardens,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/15/2008,236443,EXTRAVAGANZA  PALACE ON WHEELS Five Star Train Journey In Wonderland,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/15/2008,221158,Autumn In Vermont,1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/15/2008,250334,World Explorations A Six Continent Journey,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/15/2008,236609,"Global Treasures  MEZQUITA-CATEDRAL DE CORDOBA Aljama Mosque Andalucia, Spain",1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/15/2008,221116,Alternate Routes  Guatemala,1,N/A,Amazon US Retail,$5.24,Sold through Amazon.com
11/15/2008,221409,Western Canada Far & Wild,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/15/2008,236748,London [PAL],1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/15/2008,236325,Alaska,1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/15/2008,237131,Vista Point  VANCOUVER Canada,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/15/2008,221339,Prince Edward Island,1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/15/2008,221304,Montreal,1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/15/2008,221356,The Best Of Quebec,1,N/A,Amazon US Retail,$8.75,Sold through Amazon.com
11/15/2008,221320,Parker Travel Guide To Ottawa,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/15/2008,236737,Hawaii,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/15/2008,237122,Vista Point  TORONTO Canada,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/15/2008,221239,"Get Outta Town  New York City NY, United States",1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/15/2008,221215,"Exploring Horizons Rhythm of the Tides - Bay of Fundy Nova Scotia, Canada",1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/15/2008,221405,Weekend Explorer  Travel Treasures,1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/15/2008,236741,Israel Today,1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/15/2008,236475,Germany,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/15/2008,236650,Global Treasures  PRAGUE Praha Czech Republic,1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/15/2008,239566,Sakura Petals  Sakura Petals: The Samurai,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/15/2008,239567,Sakura Petals  Sakura Petals: The Monks,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/16/2008,221481,The Nude Traveller A Bare Necessities Mediterranean Nude Cruise,1,N/A,Amazon US Retail,$10.48,Sold through Amazon.com
11/16/2008,244921,Roma The Eternal City,1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/16/2008,221393,"Weekend Explorer  Maine Highlands, Maine",1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/16/2008,236310,7 Days  TAIWAN,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/16/2008,236566,"Global Treasures  HOFBURG Imperial Palace Vienna, Austria",1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/16/2008,236566,"Global Treasures  HOFBURG Imperial Palace Vienna, Austria",1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/16/2008,236506,"Global Treasures  BLUE MOSQUE Sultan Ahmed Mosque Istanbul, Turkey",1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/16/2008,236290,7 Days  LAOS,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/16/2008,250326,America & the Passenger Train,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/16/2008,221189,Exploring Horizons A Heavenly Oasis - San Pedro De Atacama,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/16/2008,221360,The Key West DVD - Bring the Island Home on DVD,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/16/2008,236532,Global Treasures  CUSCO Cuzco Peru,1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/16/2008,221314,Oregon Covered Bridges,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/16/2008,221184,English Cottage and Country Gardens,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/16/2008,236750,Modern Times Wonders  BURJ AL ARAB Dubai,1,N/A,Amazon US Retail,$3.49,Sold through Amazon.com
11/16/2008,221304,Montreal,1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/16/2008,237076,Vista Point  MADRID Spain,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/16/2008,236384,Cosmos Global Documentaries  SIAM A Glorious Kingdom Of The Past- Thailand,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/16/2008,221320,Parker Travel Guide To Ottawa,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/16/2008,236592,Global Treasures  KUNGLIGA SLOTTET Swedish Royal Palace Sweden,1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/16/2008,236530,Global Treasures  COPENHAGEN Kobenhavn Denmark,1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/17/2008,236356,Cosmos Global Documentaries  CULTURAL TREASURES: AUSTRIA,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/17/2008,236391,Cosmos Global Documentaries  Tyrol,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/17/2008,236319,7 Days  UTAH USA,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/17/2008,221302,Machu Picchu and the Sacred Valley,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/17/2008,221184,English Cottage and Country Gardens,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/17/2008,239622,Amazing Thailand,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/17/2008,236887,Nature Wonders  THE DANUBE DELTA Romania,1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/17/2008,236511,Global Treasures  BYZANTINE MOLDAVIA Churches of Moldavia Romania,1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/17/2008,236426,ESOVISION Relaxation  OUT OF AFRICA,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/17/2008,221228,Flying Scotsman Running The Legend,1,N/A,Amazon US Retail,$5.94,Sold through Amazon.com
11/17/2008,236397,Cosmos Global Documentaries IN THE LAND OF THE RISING DRAGON Vietnam,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/17/2008,236397,Cosmos Global Documentaries IN THE LAND OF THE RISING DRAGON Vietnam,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/17/2008,236371,"Cosmos Global Documentaries  MEKONG The Three Ancient Kingdoms Of Cambodia, Thailand & Vietnam",1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/17/2008,236371,"Cosmos Global Documentaries  MEKONG The Three Ancient Kingdoms Of Cambodia, Thailand & Vietnam",1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/17/2008,253057,Karma Trekkers  Ireland,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/17/2008,236748,London [PAL],1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/17/2008,252997,World's Greatest Festivals  The Ultimate Guide to New York Fashion Week,1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/17/2008,236401,Croatia - Dalmatia,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/17/2008,221288,India Adventures,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/17/2008,236792,Nature Parks  JOSHUA TREE California,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/17/2008,236952,Rails Across Russia St. Petersburg to the Pacific,1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/17/2008,221484,Slovenia and Croatia,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/17/2008,236454,Gardens of the World  A COLOURFUL DUTCH GARDEN,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/18/2008,236385,Cosmos Global Documentaries  SICILY -Treasure Trove Of History,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/18/2008,236385,Cosmos Global Documentaries  SICILY -Treasure Trove Of History,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/18/2008,236310,7 Days  TAIWAN,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/18/2008,221177,A Doug Jones Travelog Royal London,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/18/2008,236748,London [PAL],1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/18/2008,236879,Nature Wonders  OKAVANGO DELTA Botswana,1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/18/2008,236310,7 Days  TAIWAN,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/18/2008,239619,Andes  Andes: Machu Picchu,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/18/2008,236955,Silk Road Journey From China Through Central Asia,1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/18/2008,236384,Cosmos Global Documentaries  SIAM A Glorious Kingdom Of The Past- Thailand,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/18/2008,237019,Vista Point  BARCELONA Spain,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/18/2008,237076,Vista Point  MADRID Spain,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/18/2008,221184,English Cottage and Country Gardens,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/18/2008,236296,7 Days  NEPAL,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/18/2008,236897,Nature Wonders  WHO TEE - OW SHAH - Tiger Leap Gorge China,1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/18/2008,253024,Sahel A West African Journey,1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/18/2008,236385,Cosmos Global Documentaries  SICILY -Treasure Trove Of History,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/18/2008,221358,The Great Gardens of England,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/18/2008,221358,The Great Gardens of England,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/18/2008,236640,Global Treasures  PETRA Jordan,1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/18/2008,236924,On Tour...  LAKE POWELL BOAT TOUR Arizona's Scenic Sensation,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/18/2008,237004,Undiscovered Wales,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/18/2008,236311,7 Days  TANZANIA,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/18/2008,236812,Nature Parks  SERENGETI & NGORONGORO Tanzania,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/19/2008,236748,London [PAL],1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/19/2008,236335,Bavaria & The Black Forest,1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/19/2008,236475,Germany,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/19/2008,214897,Victoria Australia's Garden State,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/19/2008,214883,Melbourne Australia's Garden City,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/19/2008,253057,Karma Trekkers  Ireland,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/19/2008,236741,Israel Today,1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/19/2008,221363,"The Nude Traveller Club Orient St. Martin, French West Indies",1,N/A,Amazon US Retail,$15.73,Sold through Amazon.com
11/19/2008,221362,The Nude Traveller Bare Necessities Nude Cruising 3 Episode Set,1,N/A,Amazon US Retail,$17.48,Sold through Amazon.com
11/19/2008,221481,The Nude Traveller A Bare Necessities Mediterranean Nude Cruise,1,N/A,Amazon US Retail,$10.48,Sold through Amazon.com
11/19/2008,236310,7 Days  TAIWAN,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/19/2008,236750,Modern Times Wonders  BURJ AL ARAB Dubai,1,N/A,Amazon US Retail,$3.49,Sold through Amazon.com
11/19/2008,237005,Venezuela,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/19/2008,237004,Undiscovered Wales,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/19/2008,214895,Panorama Singapore,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/19/2008,236741,Israel Today,1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/19/2008,221358,The Great Gardens of England,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/19/2008,236375,Cosmos Global Documentaries  MOROCCO The Four Royal Cities,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/19/2008,236741,Israel Today,1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/19/2008,236465,Gardens of the World  JARDIN EXOTIQUE DE MONACO,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/19/2008,221229,Flying Scotsman Running The Legend [PAL],1,N/A,Amazon US Retail,$5.94,Sold through Amazon.com
11/19/2008,253057,Karma Trekkers  Ireland,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/19/2008,253002,World's Greatest Festivals  The Ultimate Guide to New York City Halloween,1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/19/2008,253022,Vines Down Under Wine Regions of Australia and New Zealand,1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/19/2008,253057,Karma Trekkers  Ireland,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/19/2008,253024,Sahel A West African Journey,1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/19/2008,253057,Karma Trekkers  Ireland,1,N/A,Amazon US Retail,$6.29,Sold through Amazon.com
11/19/2008,253053,Karma Trekkers  Malta,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/19/2008,253057,Karma Trekkers  Ireland,1,N/A,Amazon US Retail,$6.29,Sold through Amazon.com
11/19/2008,253024,Sahel A West African Journey,1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/19/2008,252992,Bhutan Adventures,1,N/A,Amazon US Retail,$6.29,Sold through Amazon.com
11/19/2008,253024,Sahel A West African Journey,1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/19/2008,253023,Himalayan Journeys in Nepal and Ladakh,1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/19/2008,253057,Karma Trekkers  Ireland,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/19/2008,253003,World's Greatest Festivals  The Ultimate Guide to the Sturgis Motorcycle Rally,1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/19/2008,253054,Karma Trekkers  South Africa,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/19/2008,239576,New Zealand Wonders of Nature,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/19/2008,252992,Bhutan Adventures,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/19/2008,236954,Scotland,1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/19/2008,236437,Exploring French Wine Regions,1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/19/2008,236475,Germany,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/19/2008,221481,The Nude Traveller A Bare Necessities Mediterranean Nude Cruise,1,N/A,Amazon US Retail,$10.48,Sold through Amazon.com
11/19/2008,236358,"Cosmos Global Documentaries  EAST AFRICA Kenya, Tanzania",1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/19/2008,236439,EXTRAVAGANZA  Burj Al Arab,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/19/2008,236375,Cosmos Global Documentaries  MOROCCO The Four Royal Cities,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/19/2008,236747,Lithuania The Country Film,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/19/2008,214895,Panorama Singapore,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/20/2008,236872,Nature Wonders  MONUMENT VALLEY U.S.A.,1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/20/2008,221354,The Best of France,1,N/A,Amazon US Retail,$8.75,Sold through Amazon.com
11/20/2008,221360,The Key West DVD - Bring the Island Home on DVD,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/20/2008,236741,Israel Today,1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/20/2008,236290,7 Days  LAOS,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/20/2008,221315,Oregon Destination: The Coast,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/20/2008,236599,Global Treasures  LOUVRE Musee Du Louvre  Palais Du Louvre France,1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/20/2008,236750,Modern Times Wonders  BURJ AL ARAB Dubai,1,N/A,Amazon US Retail,$3.49,Sold through Amazon.com
11/20/2008,236746,Latvia,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/20/2008,236375,Cosmos Global Documentaries  MOROCCO The Four Royal Cities,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/20/2008,253058,Karma Trekkers  Sedona Arizona,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/20/2008,221289,Inside The Tuscan Hills Inside The Tuscan Hills,1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/20/2008,221289,Inside The Tuscan Hills Inside The Tuscan Hills,1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/20/2008,236898,Nature Wonders  YEHLIU Taiwan,1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/20/2008,244923,Switzerland Country of Mountains,1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/20/2008,221382,"Weekend Explorer  Elk Meadows, Utah",1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/20/2008,221363,"The Nude Traveller Club Orient St. Martin, French West Indies",1,N/A,Amazon US Retail,$15.73,Sold through Amazon.com
11/20/2008,236401,Croatia - Dalmatia,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/20/2008,239576,New Zealand Wonders of Nature,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/20/2008,236293,7 Days  MOROCCO,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/20/2008,236375,Cosmos Global Documentaries  MOROCCO The Four Royal Cities,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/20/2008,236577,Global Treasures  JERASH Jordan,1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/20/2008,221289,Inside The Tuscan Hills Inside The Tuscan Hills,1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/20/2008,221343,South African Safari,1,N/A,Amazon US Retail,$10.48,Sold through Amazon.com
11/20/2008,239557,"Mezzogiorno  Sicily: Palermo, Palermo....",1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/20/2008,239557,"Mezzogiorno  Sicily: Palermo, Palermo....",1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/21/2008,236405,Daylight The Most Beautiful Train In The World,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/21/2008,221251,Historic Time Travel  Korean War,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/21/2008,221251,Historic Time Travel  Korean War,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/21/2008,221399,"Weekend Explorer  Santa Fe, New Mexico",1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/21/2008,236750,Modern Times Wonders  BURJ AL ARAB Dubai,1,N/A,Amazon US Retail,$3.49,Sold through Amazon.com
11/21/2008,236305,7 Days  SALZKAMMERGUT Austria,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/21/2008,253063,"The British Isles Ireland, Scotland and England",1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/21/2008,237004,Undiscovered Wales,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/21/2008,236931,On Tour...  NILE CRUISE Rendezvous With The Pharaohs,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/21/2008,236322,A Slice Of Sicily,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/21/2008,236981,Terra Mystica  MYSTIC VENICE Italy,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/21/2008,244921,Roma The Eternal City,1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/21/2008,236999,The Nude Traveller River Island Nature Retreat Australia Maui Sun Club - Hawaii,1,N/A,Amazon US Retail,$10.48,Sold through Amazon.com
11/21/2008,221222,Exploring Horizons Thunder in the Air Thunder Bay Canada,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/21/2008,236302,7 Days  PROVENCE France,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/21/2008,221327,Porthole TV DVD Grand Cayman,1,N/A,Amazon US Retail,$5.24,Sold through Amazon.com
11/21/2008,237034,Vista Point  COSTA DEL SOL Spain,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/21/2008,214895,Panorama Singapore,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/21/2008,236893,Nature Wonders  WADI RUM Jordan,1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/21/2008,250329,Your Guide Around NYC,1,N/A,Amazon US Retail,$5.24,Sold through Amazon.com
11/21/2008,221353,The Best Of Favourite Places,1,N/A,Amazon US Retail,$8.75,Sold through Amazon.com
11/21/2008,221348,Take A Tour Of... Las Vegas,1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/21/2008,221360,The Key West DVD - Bring the Island Home on DVD,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/21/2008,236852,Nature Wonders  JOSHUA TREE U.S.A.,1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/21/2008,236748,London [PAL],1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/21/2008,221304,Montreal,1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/21/2008,221356,The Best Of Quebec,1,N/A,Amazon US Retail,$8.75,Sold through Amazon.com
11/21/2008,244925,Vienna (Wien) City of Arts and Music,1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/21/2008,236933,On Tour...  ROAD FROM MANDALAY Mandalay To Pagan By Boat,1,N/A,Amazon US Retail,$6.99,Sold through Amazon.com
11/22/2008,236609,"Global Treasures  MEZQUITA-CATEDRAL DE CORDOBA Aljama Mosque Andalucia, Spain",1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/22/2008,236437,Exploring French Wine Regions,1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/22/2008,236609,"Global Treasures  MEZQUITA-CATEDRAL DE CORDOBA Aljama Mosque Andalucia, Spain",1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/22/2008,221387,"Weekend Explorer  Hong Kong \"City Of Life\"",1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/22/2008,221481,The Nude Traveller A Bare Necessities Mediterranean Nude Cruise,1,N/A,Amazon US Retail,$9.44,Sold through Amazon.com
11/22/2008,221363,"The Nude Traveller Club Orient St. Martin, French West Indies",1,N/A,Amazon US Retail,$15.73,Sold through Amazon.com
11/22/2008,236335,Bavaria & The Black Forest,1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/22/2008,236993,The Key West Picture Show,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/22/2008,236867,Nature Wonders  MANU Peru,1,N/A,Amazon US Retail,$5.23,Sold through Amazon.com
11/22/2008,244923,Switzerland Country of Mountains,1,N/A,Amazon US Retail,$8.73,Sold through Amazon.com
11/22/2008,236475,Germany,1,N/A,Amazon US Retail,$6.98,Sold through Amazon.com
11/22/2008,221352,The Best Of Austria,1,N/A,Amazon US Retail,$8.75,Sold through Amazon.com
